timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/02/24 20:19:23.460, 0, NVIDIA A10G, 2 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:23.463, 1, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:23.466, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:23.469, 3, NVIDIA A10G, 2 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:24.472, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:24.472, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:24.472, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:24.472, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:25.472, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:25.472, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:25.472, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:25.472, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:26.472, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:26.473, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:26.473, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:26.473, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:27.473, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:27.473, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/24 20:19:27.473, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/24 20:19:27.473, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
