Date,Close
2018-12-31,48.85991287231445
2019-01-02,49.28060531616211
2019-01-03,47.82106399536133
2019-01-04,48.59375762939453
2019-01-07,48.45639038085938
2019-01-08,48.03571319580078
2019-01-09,48.60235214233398
2019-01-10,48.76547241210938
2019-01-11,49.36645126342773
2019-01-14,49.19474411010742
2019-01-15,47.8468132019043
2019-01-16,47.45189666748047
2019-01-17,47.02262496948242
2019-01-18,47.45189666748047
2019-01-22,46.61052322387695
2019-01-23,44.44698333740234
2019-01-24,43.62277603149414
2019-01-25,44.04345703125
2019-01-28,43.4768180847168
2019-01-29,42.4122314453125
2019-01-30,43.07329559326172
2019-01-31,42.51525497436523
2019-02-01,42.59252548217773
2019-02-04,42.66119766235352
2019-02-05,43.5540885925293
2019-02-06,43.87175369262695
2019-02-07,43.39955139160156
2019-02-08,43.17633438110352
2019-02-11,43.63994598388672
2019-02-12,44.35253524780273
2019-02-13,44.29244232177734
2019-02-14,44.27527236938477
2019-02-15,44.62727737426758
2019-02-19,44.65303039550781
2019-02-20,45.03079986572266
2019-02-21,44.94494247436523
2019-02-22,45.60602569580078
2019-02-25,45.49441528320312
2019-02-26,45.52873229980469
2019-02-27,45.53733444213867
2019-02-28,45.83782196044922
2019-03-01,46.53324890136719
2019-03-04,46.17265701293945
2019-03-05,46.31003189086914
2019-03-06,47.59546661376953
2019-03-07,46.92668914794922
2019-03-08,46.4924201965332
2019-03-11,47.20460510253906
2019-03-12,47.63018798828125
2019-03-13,48.10787582397461
2019-03-14,48.1165657043457
2019-03-15,49.15879821777344
2019-03-18,49.35856246948242
2019-03-19,49.48016357421875
2019-03-20,49.64519500732422
2019-03-21,50.17499542236328
2019-03-22,49.34987258911133
2019-03-25,49.19355010986328
2019-03-26,50.37474822998047
2019-03-27,49.42804718017578
2019-03-28,49.11537170410156
2019-03-29,49.53227615356445
2019-04-01,50.20972442626953
2019-04-02,50.45291900634766
2019-04-03,50.09682083129883
2019-04-04,50.25314712524414
2019-04-05,50.36606979370117
2019-04-08,50.16630554199219
2019-04-09,49.88836669921875
2019-04-10,48.92430877685547
2019-04-11,48.55083084106445
2019-04-12,49.46278762817383
2019-04-15,49.66255569458008
2019-04-16,61.18795013427734
2019-04-17,68.68336486816406
2019-04-18,69.38687896728516
2019-04-22,71.19340515136719
2019-04-23,75.31893157958984
2019-04-24,75.41446685791016
2019-04-25,73.88585662841797
2019-04-26,75.24944305419922
2019-04-29,75.77925109863281
2019-04-30,74.80651092529297
2019-05-01,75.01492309570312
2019-05-02,75.68370819091797
2019-05-03,77.55107116699219
2019-05-06,76.64779663085938
2019-05-07,73.99876403808594
2019-05-08,73.42554473876953
2019-05-09,72.76542663574219
2019-05-10,74.55461120605469
2019-05-13,72.86097717285156
2019-05-14,74.80651092529297
2019-05-15,74.91941833496094
2019-05-16,71.9229736328125
2019-05-17,70.78519439697266
2019-05-20,66.54679870605469
2019-05-21,67.52822875976562
2019-05-22,60.19783020019531
2019-05-23,59.28586578369141
2019-05-24,57.5053825378418
2019-05-28,56.77582168579102
2019-05-29,57.11455154418945
2019-05-30,57.83542633056641
2019-05-31,58.03517913818359
2019-06-03,57.8962287902832
2019-06-04,59.45090103149414
2019-06-05,58.74093246459961
2019-06-06,59.24053573608398
2019-06-07,60.20465087890625
2019-06-10,61.82610702514648
2019-06-11,62.43963241577148
2019-06-12,60.99347686767578
2019-06-13,61.29146957397461
2019-06-14,60.23095321655273
2019-06-17,60.57277679443359
2019-06-18,63.07071685791016
2019-06-19,62.93045425415039
2019-06-20,63.75433349609375
2019-06-21,63.7368049621582
2019-06-24,64.12245178222656
2019-06-25,63.58782577514648
2019-06-26,65.69135284423828
2019-06-27,66.112060546875
2019-06-28,66.67298126220703
2019-07-01,67.9438705444336
2019-07-02,67.49685668945312
2019-07-03,67.163818359375
2019-07-05,67.19011688232422
2019-07-08,67.163818359375
2019-07-09,67.09369659423828
2019-07-10,65.17423248291016
2019-07-11,64.6045150756836
2019-07-12,65.64752960205078
2019-07-15,66.112060546875
2019-07-16,66.32239532470703
2019-07-17,66.40130615234375
2019-07-18,65.1830062866211
2019-07-19,65.73518371582031
2019-07-22,66.56778717041016
2019-07-23,64.96388244628906
2019-07-24,66.49769592285156
2019-07-25,66.04193115234375
2019-07-26,65.927978515625
2019-07-29,65.70889282226562
2019-07-30,65.56864166259766
2019-07-31,64.12245178222656
2019-08-01,62.40458679199219
2019-08-02,62.36077117919922
2019-08-05,60.30105972290039
2019-08-06,59.74888229370117
2019-08-07,60.82693099975586
2019-08-08,62.45713806152344
2019-08-09,62.66753005981445
2019-08-12,61.17753601074219
2019-08-13,63.2635383605957
2019-08-14,62.12411117553711
2019-08-15,62.3695182800293
2019-08-16,64.2276382446289
2019-08-19,65.62122344970703
2019-08-20,66.67298126220703
2019-08-21,67.22514343261719
2019-08-22,67.61959838867188
2019-08-23,64.43799591064453
2019-08-26,63.90336990356445
2019-08-27,64.8324203491211
2019-08-28,65.16547393798828
2019-08-29,67.00604248046875
2019-08-30,68.1629867553711
2019-09-03,65.84033966064453
2019-09-04,67.56698608398438
2019-09-05,69.2322769165039
2019-09-06,69.10082244873047
2019-09-09,68.54865264892578
2019-09-10,68.98688507080078
2019-09-11,70.58588409423828
2019-09-12,69.86148071289062
2019-09-13,69.26956176757812
2019-09-16,68.94270324707031
2019-09-17,69.51693725585938
2019-09-18,69.70243835449219
2019-09-19,69.11056518554688
2019-09-20,67.52920532226562
2019-09-23,68.23595428466797
2019-09-24,66.46028137207031
2019-09-25,68.25362396240234
2019-09-26,68.3331298828125
2019-09-27,67.69706726074219
2019-09-30,67.38785552978516
2019-10-01,66.67229461669922
2019-10-02,65.36481475830078
2019-10-03,66.90199279785156
2019-10-04,68.45682525634766
2019-10-07,67.44085693359375
2019-10-08,64.35771179199219
2019-10-09,65.682861328125
2019-10-10,66.23058319091797
2019-10-11,67.75888061523438
2019-10-14,67.40553283691406
2019-10-15,68.74835205078125
2019-10-16,69.11056518554688
2019-10-17,69.76428985595703
2019-10-18,68.62464141845703
2019-10-21,69.77313232421875
2019-10-22,69.32256317138672
2019-10-23,68.23595428466797
2019-10-24,69.78193664550781
2019-10-25,70.82440185546875
2019-10-28,73.36866760253906
2019-10-29,72.14071655273438
2019-10-30,71.94636535644531
2019-10-31,71.06292724609375
2019-11-01,73.83687591552734
2019-11-04,75.1708755493164
2019-11-05,75.49774169921875
2019-11-06,74.76448059082031
2019-11-07,79.49083709716797
2019-11-08,83.0687026977539
2019-11-11,81.13399505615234
2019-11-12,80.36542510986328
2019-11-13,79.9237060546875
2019-11-14,79.93254089355469
2019-11-15,80.22408294677734
2019-11-18,79.93254089355469
2019-11-19,77.706298828125
2019-11-20,75.63907623291016
2019-11-21,75.18852996826172
2019-11-22,74.9941635131836
2019-11-25,75.34754943847656
2019-11-26,74.76448059082031
2019-11-27,74.91468048095703
2019-11-29,73.81038665771484
2019-12-02,72.838623046875
2019-12-03,71.1866226196289
2019-12-04,73.07400512695312
2019-12-05,73.52802276611328
2019-12-06,74.62309265136719
2019-12-09,75.60237121582031
2019-12-10,74.89017486572266
2019-12-11,77.44527435302734
2019-12-12,79.27923583984375
2019-12-13,78.19308471679688
2019-12-16,78.72725677490234
2019-12-17,78.62933349609375
2019-12-18,78.32662200927734
2019-12-19,78.78067016601562
2019-12-20,79.10116577148438
2019-12-23,78.74504852294922
2019-12-24,79.02994537353516
2019-12-26,78.70054626464844
2019-12-27,79.05664825439453
2019-12-30,78.72725677490234
2019-12-31,78.54922485351562
2020-01-02,78.95873260498047
2020-01-03,77.47195434570312
2020-01-06,77.0179214477539
2020-01-07,79.2080078125
2020-01-08,78.97651672363281
2020-01-09,80.04487609863281
2020-01-10,80.3564682006836
2020-01-13,80.98856353759766
2020-01-14,80.62353515625
2020-01-15,79.8311996459961
2020-01-16,81.7186050415039
2020-01-17,85.38654327392578
2020-01-21,84.16683959960938
2020-01-22,82.76911926269531
2020-01-23,81.90556335449219
2020-01-24,79.81340026855469
