timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/02/25 16:48:57.533, 0, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:57.535, 1, NVIDIA A10G, 2 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:57.540, 2, NVIDIA A10G, 2 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:57.543, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:58.546, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:48:58.547, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:48:58.547, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:58.547, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:59.547, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:48:59.547, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:48:59.547, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:48:59.547, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:00.547, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:00.547, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:00.547, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:00.548, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:01.548, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:01.548, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:01.548, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:01.548, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:02.548, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:02.548, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:02.548, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:02.548, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:03.548, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:03.549, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:03.549, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:03.549, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:04.549, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:04.549, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:04.549, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:04.549, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:05.549, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:05.549, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:05.549, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:05.549, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:06.549, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:06.549, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:06.550, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:06.550, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:07.550, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:07.550, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:07.550, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:07.550, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:08.550, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:08.550, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:08.550, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:08.550, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:09.550, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:09.550, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:09.550, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:09.551, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:10.551, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:10.551, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:10.551, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:10.551, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:11.551, 0, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:11.551, 1, NVIDIA A10G, 0 %, 0 %, 3 MiB, 23028 MiB
2026/02/25 16:49:11.551, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:11.551, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:12.551, 0, NVIDIA A10G, 0 %, 0 %, 399 MiB, 23028 MiB
2026/02/25 16:49:12.551, 1, NVIDIA A10G, 3 %, 0 %, 399 MiB, 23028 MiB
2026/02/25 16:49:12.552, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:12.552, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:13.552, 0, NVIDIA A10G, 0 %, 0 %, 399 MiB, 23028 MiB
2026/02/25 16:49:13.552, 1, NVIDIA A10G, 0 %, 0 %, 399 MiB, 23028 MiB
2026/02/25 16:49:13.552, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:13.552, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:14.552, 0, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:14.552, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:14.552, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:14.552, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:15.552, 0, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:15.552, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:15.553, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:15.553, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:16.553, 0, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:16.553, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:16.553, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:16.553, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:17.553, 0, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:17.553, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:17.553, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:17.553, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:18.553, 0, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:18.553, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:18.553, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:18.553, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:19.553, 0, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:19.553, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:19.554, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:19.554, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:20.554, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
2026/02/25 16:49:20.554, 1, NVIDIA A10G, 0 %, 0 %, 503 MiB, 23028 MiB
2026/02/25 16:49:20.554, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:20.554, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:21.554, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
2026/02/25 16:49:21.554, 1, NVIDIA A10G, 23 %, 1 %, 1453 MiB, 23028 MiB
2026/02/25 16:49:21.554, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:21.554, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:22.554, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
2026/02/25 16:49:22.554, 1, NVIDIA A10G, 0 %, 0 %, 1455 MiB, 23028 MiB
2026/02/25 16:49:22.554, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:22.554, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:23.554, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
2026/02/25 16:49:23.555, 1, NVIDIA A10G, 0 %, 0 %, 1455 MiB, 23028 MiB
2026/02/25 16:49:23.555, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:23.555, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:24.555, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
2026/02/25 16:49:24.555, 1, NVIDIA A10G, 0 %, 0 %, 1455 MiB, 23028 MiB
2026/02/25 16:49:24.555, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:24.555, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:25.555, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
2026/02/25 16:49:25.555, 1, NVIDIA A10G, 0 %, 0 %, 1455 MiB, 23028 MiB
2026/02/25 16:49:25.555, 2, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:25.555, 3, NVIDIA A10G, 0 %, 0 %, 0 MiB, 23028 MiB
2026/02/25 16:49:26.555, 0, NVIDIA A10G, 0 %, 0 %, 1247 MiB, 23028 MiB
