company,emotion,modality,hedges_g,ci_low,ci_high,p_value
KMI,happy,audio,0.002716804995206967,-0.28886742324259795,0.29430103323301193,0.9853305469420268
KMI,happy,text,0.03882316604848798,-0.2527888913694898,0.3304352234664657,0.7933966872005542
KMI,neutral,audio,-0.06552578830569031,-0.35718953890985616,0.22613796229847558,0.6588000852267207
KMI,neutral,text,0.09370742799499913,-0.19803955469192236,0.38545441068192066,0.5261366197205343
KMI,surprise,audio,-0.027060769627267108,-0.31865844847072045,0.2645369092161862,0.8556536476640437
KMI,surprise,text,-0.26024495321575425,-0.5530830607914305,0.032593154359921994,0.08032142691015612
KMI,disgust,audio,0.2974169844076162,0.004196130324268743,0.5906378384909636,0.0469052988318905
KMI,disgust,text,-0.02226440063021955,-0.3138576897655696,0.2693288885051305,0.8806357194570582
KMI,anger,audio,-0.03132454147741063,-0.32292683929266086,0.26027775633783956,0.8338940324203498
KMI,anger,text,0.07500020707021714,-0.21668824050311952,0.3666886546435538,0.6120379347490112
KMI,sadness,audio,-0.040121568264729277,-0.3317355274649082,0.2514923909354496,0.7871009455576877
KMI,sadness,text,0.13634569956636383,-0.15558313646134242,0.4282745355940701,0.35823337971356584
KMI,fear,audio,0.056853560055286675,-0.23479050233609744,0.3484976224466708,0.7018888588892732
KMI,fear,text,-0.06866452902771017,-0.3603360927358682,0.22300703468044789,0.6430180278979278
WMB,happy,audio,0.07602041844297898,-0.22216127147033082,0.37420210835628875,0.6096592786755983
WMB,happy,text,-0.12785603474180898,-0.42623271382119854,0.17052064433758055,0.40867254896683475
WMB,neutral,audio,-0.17356843128434704,-0.4721991496400001,0.12506228707130604,0.2500116476418357
WMB,neutral,text,0.18193705766544943,-0.11674848387249276,0.4806225992033916,0.23613395132019768
WMB,surprise,audio,0.30775427385783377,0.00793564495772836,0.6075729027579392,0.03954113311141532
WMB,surprise,text,0.025317168581149574,-0.27276967237617616,0.3234040095384753,0.8693550804987796
WMB,disgust,audio,-0.0519788240639219,-0.3501037112543833,0.24614606312653947,0.7346385370608959
WMB,disgust,text,-0.03822586251654479,-0.33632784726071235,0.25987612222762274,0.8030317016415738
WMB,anger,audio,0.08346171525763496,-0.21474187756655905,0.38166530808182897,0.578913421704112
WMB,anger,text,-0.14499591385217175,-0.44345884018388315,0.15346701247953964,0.33169892189944095
WMB,sadness,audio,-0.12495295251221816,-0.4233160942024004,0.17341018917796408,0.4163869514244075
WMB,sadness,text,-0.10107763151490727,-0.39934121391008087,0.1971859508802663,0.49911970559750196
WMB,fear,audio,-0.2189279302806761,-0.5178865695521613,0.08003070899080905,0.14834521423246383
